broker_folder,markdown_file,document_sha1,processed_at,raw_json_path,broker_name,publish_date,announcement_stage,procurement_category,project_subcategory,project_name,procurement_method,procurement_action,procurement_scope_summary,budget_amount_yuan,ceiling_price_yuan,winning_amount_yuan,bid_deadline_at,service_period_months,delivery_period_days,winning_supplier
chengtong_securities,80b056ba4d0bae04db2e2ff9.md,487974bc1421e9508244e0f0b5f1a86dca5facdd,2026-06-25T08:25:12.311913+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\80b056ba4d0bae04db2e2ff9.json,诚通证券,2025-08-13,采购招标,IT软硬件,基础算力与云存储,诚通证券分支机构重要设备信创化替换项目,公开招标,,,,,,,,,
chengtong_securities,8f1b86699523bab6490a5c28.md,ebdf51d9b7cfa6aad844d28e446bede158efd3a4,2026-06-25T08:25:12.312699+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\8f1b86699523bab6490a5c28.json,诚通证券,2025-09-12,结果公示,IT软硬件,基础算力与云存储,诚通证券信创多云运营管理平台项目,公开招标,,,,,,,,,江苏博云科技股份有限公司
chengtong_securities,8f53c8c4728815e63fd228ff.md,38d8f909e7051fe565d6967d0d63ff5e2d961c49,2026-06-25T08:25:12.316144+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\8f53c8c4728815e63fd228ff.json,诚通证券,2026-04-02,采购招标,IT软硬件,基础算力与云存储,2026年第一批设备采购项目-标包一：第一类信创服务器（物理机，不限定芯片类型）,公开招标,,,,,,,,,
chengtong_securities,8f53c8c4728815e63fd228ff.md,38d8f909e7051fe565d6967d0d63ff5e2d961c49,2026-06-25T08:25:12.316144+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\8f53c8c4728815e63fd228ff.json,诚通证券,2026-04-02,采购招标,IT软硬件,基础算力与云存储,2026年第一批设备采购项目-标包三：第三类信创服务器（海光）,公开招标,,,,,,,,,
chengtong_securities,8f53c8c4728815e63fd228ff.md,38d8f909e7051fe565d6967d0d63ff5e2d961c49,2026-06-25T08:25:12.316144+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\8f53c8c4728815e63fd228ff.json,诚通证券,2026-04-02,采购招标,IT软硬件,基础算力与云存储,2026年第一批设备采购项目-标包二：第二类信创服务器（部署超融合软件，不限定芯片类型）,公开招标,,,,,,,,,
chengtong_securities,8f53c8c4728815e63fd228ff.md,38d8f909e7051fe565d6967d0d63ff5e2d961c49,2026-06-25T08:25:12.316144+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\8f53c8c4728815e63fd228ff.json,诚通证券,2026-04-02,采购招标,IT软硬件,网络与信息安全,2026年第一批设备采购项目-标包五：信创网络设备,公开招标,,,,,,,,,
chengtong_securities,8f53c8c4728815e63fd228ff.md,38d8f909e7051fe565d6967d0d63ff5e2d961c49,2026-06-25T08:25:12.316144+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\8f53c8c4728815e63fd228ff.json,诚通证券,2026-04-02,采购招标,IT软硬件,基础算力与云存储,2026年第一批设备采购项目-标包四：第四类信创服务器（鲲鹏）,公开招标,,,,,,,,,
chengtong_securities,b6c3c8f5bed21e7c4c06dbf9.md,fe583f69ed38e6420edef9bb7bb61d2e114322b7,2026-06-25T08:25:12.317557+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\b6c3c8f5bed21e7c4c06dbf9.json,诚通证券,,采购招标,其他,其他未分类,人员公示,,,,,,,,,,
chengtong_securities,c9dd6773fcec152cd5bd6056.md,83a39a266e4f635406929b7109ddad6cf9a50df1,2026-06-25T08:25:12.317841+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\c9dd6773fcec152cd5bd6056.json,诚通证券,2025-09-24,结果公示,IT软硬件,基础算力与云存储,诚通证券2025年信创设备集中采购项目-标包一,公开招标,,,,,,,,,北京神州新桥科技有限公司
chengtong_securities,c9dd6773fcec152cd5bd6056.md,83a39a266e4f635406929b7109ddad6cf9a50df1,2026-06-25T08:25:12.317841+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\c9dd6773fcec152cd5bd6056.json,诚通证券,2025-09-24,结果公示,IT软硬件,基础算力与云存储,诚通证券2025年信创设备集中采购项目-标包三,公开招标,,,,,,,,,北京先进数通信息技术股份公司
chengtong_securities,c9dd6773fcec152cd5bd6056.md,83a39a266e4f635406929b7109ddad6cf9a50df1,2026-06-25T08:25:12.317841+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\c9dd6773fcec152cd5bd6056.json,诚通证券,2025-09-24,结果公示,IT软硬件,基础算力与云存储,诚通证券2025年信创设备集中采购项目-标包二,公开招标,,,,,,,,,北京银信长远科技股份有限公司
chengtong_securities,d06f1b8015ed314b779aef0d.md,1ff003be8e4893c433778fa3a94659f5c3b97a90,2026-06-25T08:25:12.318517+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\d06f1b8015ed314b779aef0d.json,诚通证券,2026-05-28,结果公示,IT软硬件,基础算力与云存储,诚通证券2026年第一批中间件采购项目,公开招标,,,,,,,,,深圳华云信息系统科技股份有限公司
chengtong_securities,db4222bac952f4c22e3d1a44.md,d075962acba2073c870afc83add4c250b7168f05,2026-06-25T08:25:12.319639+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\db4222bac952f4c22e3d1a44.json,诚通证券,2025-09-24,流标废标,IT软硬件,网络与信息安全,分支机构重要设备信创化替换项目,,,,,,,,,,
chengtong_securities,dc89de3dff66abd721629405.md,be2ea30d22e620439178215ad0220b3def8e8606,2026-06-25T08:25:12.324580+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\dc89de3dff66abd721629405.json,诚通证券,2026-05-20,采购招标,IT软硬件,基础算力与云存储,2026年第一批数据库采购项目-标包一：泛型数据库,公开招标,,,,,,,,,
chengtong_securities,dc89de3dff66abd721629405.md,be2ea30d22e620439178215ad0220b3def8e8606,2026-06-25T08:25:12.324580+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\dc89de3dff66abd721629405.json,诚通证券,2026-05-20,采购招标,IT软硬件,基础算力与云存储,2026年第一批数据库采购项目-标包三：达梦数据库,公开招标,,,,,,,,,
chengtong_securities,dc89de3dff66abd721629405.md,be2ea30d22e620439178215ad0220b3def8e8606,2026-06-25T08:25:12.324580+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\dc89de3dff66abd721629405.json,诚通证券,2026-05-20,采购招标,IT软硬件,基础算力与云存储,2026年第一批数据库采购项目-标包二：高斯数据库,公开招标,,,,,,,,,
chengtong_securities,dc89de3dff66abd721629405.md,be2ea30d22e620439178215ad0220b3def8e8606,2026-06-25T08:25:12.324580+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\dc89de3dff66abd721629405.json,诚通证券,2026-05-20,采购招标,IT软硬件,基础算力与云存储,2026年第一批数据库采购项目-标包五：TD数据库,公开招标,,,,,,,,,
chengtong_securities,dc89de3dff66abd721629405.md,be2ea30d22e620439178215ad0220b3def8e8606,2026-06-25T08:25:12.324580+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\dc89de3dff66abd721629405.json,诚通证券,2026-05-20,采购招标,IT软硬件,基础算力与云存储,2026年第一批数据库采购项目-标包四：OB数据库,公开招标,,,,,,,,,
chengtong_securities,e3954ec8728da3e21f7312d7.md,f6cc5061a165afceb68d39e122318265ac03c1f8,2026-06-25T08:25:12.320475+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\e3954ec8728da3e21f7312d7.json,诚通证券,2026-04-17,采购招标,IT软硬件,IT运维与外包,诚通证券2026年IT专业技术服务项目,公开招标,,,,,,,,,
chengtong_securities,f893d8c8c187ad2e69ca9b0f.md,53363b572c1b487cc30b664ef3977577096530c3,2026-06-25T08:25:12.323584+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\chengtong_securities\f893d8c8c187ad2e69ca9b0f.json,诚通证券,2025-08-08,采购招标,IT软硬件,基础算力与云存储,诚通证券信创多云运营管理平台项目,公开招标,,,,,,,,,
china_galaxy_securities,319adf407f1240fd91453ba5.md,1b6f612f9edd97642f6ed17d23c180422dc1d5f3,2026-06-25T08:25:12.323302+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\319adf407f1240fd91453ba5.json,中国银河证券,2026-04-02,结果公示,IT软硬件,基础算力与云存储,2026年阿里与腾讯金融云服务续租项目,竞争性谈判,,,,,,,,,腾讯云计算(北京)有限责任公司
china_galaxy_securities,34b9d1bd70b2b2d5e2be8761.md,1b6fdf3f870e544bc0a86bd7da35934daef7dda8,2026-06-25T08:25:12.324051+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\34b9d1bd70b2b2d5e2be8761.json,中国银河证券,2026-04-02,结果公示,IT软硬件,基础算力与云存储,2026年阿里与腾讯金融云服务续租项目,竞争性谈判,,,,,,,,,阿里云计算有限公司
china_galaxy_securities,37f6d802932bdc565bf359f7.md,70cd157dc14f2d079514fe94ebafb175b9ca5c8a,2026-06-25T08:25:12.326441+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\37f6d802932bdc565bf359f7.json,中国银河证券,2026-04-02,结果公示,IT软硬件,业务系统与软件,2026年智能中台信创建设项目,邀请招标,,,,,,,,,腾讯云计算（北京）有限责任公司
china_galaxy_securities,47ecd7290dd357a0ca595993.md,b2dca5c0d51d84f1bfc9effe6912ff45381582f0,2026-06-25T08:25:12.328706+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\47ecd7290dd357a0ca595993.json,中国银河证券,2026-04-29,结果公示,IT软硬件,业务系统与软件,债券募集说明书智能撰写系统建设项目,竞争性谈判,,,,,,,,,北京庖丁科技有限公司
china_galaxy_securities,6a0c26621726fc19b1219669.md,d8fafe0f5f0113bb3dedb47fba10cc62687bcf92,2026-06-25T08:25:12.327986+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\6a0c26621726fc19b1219669.json,中国银河证券,2026-04-29,结果公示,专业及金融服务,人力与外包服务,2026年员工人事档案审核服务供应商选聘项目,竞争性谈判,,,,,,,,,中智项目外包服务有限公司
china_galaxy_securities,78ba7bff8383bf35972830fa.md,b0f5a546b4f51b8ca825e9daefcb137d4f4df64a,2026-06-25T08:25:12.329416+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\78ba7bff8383bf35972830fa.json,中国银河证券,2026-04-29,结果公示,其他,其他未分类,2026至2027年融资融券模拟交易大赛活动奖品供应商选聘,邀请招标,,,,,,,,,上海海牙湾贸易有限公司
china_galaxy_securities,a1ba14de1f9fc210588c7f5b.md,c90c96ad285e541176a21df646155b66fa63af0d,2026-06-25T08:25:12.330397+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\a1ba14de1f9fc210588c7f5b.json,中国银河证券,2026-04-29,结果公示,专业及金融服务,营销与投研数据,2026年短视频拍摄与剪辑服务采购,竞争性谈判,,,,,,,,,北京和光同影传媒有限公司
china_galaxy_securities,cf44a88548976a8280e3ad0f.md,cdd2560d1dd0b6081bf81653e223c19371b1ee77,2026-06-25T08:25:12.331006+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\cf44a88548976a8280e3ad0f.json,中国银河证券,2026-04-02,结果公示,专业及金融服务,人力与外包服务,2026年创新投资总部运营人员外包服务采购招标,邀请招标,,,,,,,,,北京百思特捷迅科技有限公司、杭州衡泰技术股份有限公司
china_galaxy_securities,e6d3ac32273871eb813e3465.md,e088e95a65e78ce0d66f7f7d4a098286d0950917,2026-06-25T08:25:12.331258+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\e6d3ac32273871eb813e3465.json,中国银河证券,2026-04-29,结果公示,IT软硬件,网络与信息安全,信创AD系统采购招标,邀请招标,,,,,,,,,深圳市联软科技股份有限公司
china_galaxy_securities,e75bf757b4ca2db21d2c246e.md,80a2c7cb8008897c0d4213a5e1d3a60f2c178de2,2026-06-25T08:25:12.332343+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\china_galaxy_securities\e75bf757b4ca2db21d2c246e.json,中国银河证券,2026-04-29,结果公示,专业及金融服务,营销与投研数据,2026年研究业务品牌设计服务采购招标,邀请招标,,,,,,,,,北京亿创飞扬文化传播有限公司
citic_securities,010b8bc7bafffb8c2b74d6a5.md,aa7bb3116a8f2d9ce92becb20335334a70a1c86d,2026-06-29T01:23:26.498331+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\010b8bc7bafffb8c2b74d6a5.json,中信证券,2026-06-24,结果公示,IT软硬件,IT运维与外包,中信证券2026-2029年度新意法人结算等系统运维服务,单一来源,,,,,,,,,福建新意科技有限公司
citic_securities,018e74d18de1a07f81ea2766.md,ffadc87a230e98eb0e62cce0173e182e45fb6935,2026-06-25T08:25:12.339053+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\018e74d18de1a07f81ea2766.json,中信证券,2026-03-25,结果公示,IT软硬件,基础算力与云存储,关于中信证券股份有限公司香港机柜租用采购的请示,单一来源,,,,,,,,,中企网络通信技术有限公司
citic_securities,01face40b4fd34b590dda2cb.md,532f438523363627b3b62bba96dd5f074d19c23e,2026-06-25T08:25:12.345587+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\01face40b4fd34b590dda2cb.json,中信证券,2026-04-07,结果公示,IT软硬件,业务系统与软件,关于ISDA保证金管理项目Acadia系统采购的请示,单一来源,,,,,,,,,AcadiaSoft Inc
citic_securities,021a302958196f7e2bc572b0.md,134f343b6a48bcf5eadf3f007678bead76a78a63,2026-06-25T08:25:12.345024+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\021a302958196f7e2bc572b0.json,中信证券,2026-06-10,结果公示,其他,行政与办公后勤,关于AED急救设备和相关培训集中采购的请示,竞争性磋商,,,,,,,,,北京盛世腾图科贸有限公司
citic_securities,04bae93129fcd1bfd5356565.md,61129878975a5119496d0527ca884f6fa058c1ad,2026-06-25T08:25:12.346156+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\04bae93129fcd1bfd5356565.json,中信期货,2026-04-09,结果公示,IT软硬件,基础算力与云存储,关于向上海电信采购互联网线路的申请,单一来源,,,,,,,,,中国电信股份有限公司上海分公司
citic_securities,04fc0ce1a7ed0b118b2ba72b.md,cd3ded7c1898b9a9f199139d694380904755a894,2026-06-25T08:25:12.342616+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\04fc0ce1a7ed0b118b2ba72b.json,中信期货,2026-05-06,结果公示,IT软硬件,网络与信息安全,深圳卓越机房2026年搬迁项目路由器采购,询价,,,,,,,,,上海华讯网络系统有限公司
citic_securities,08b4014613c511f35fe70b75.md,3714e9359e8549fd905de89dcc6dedc67004a13c,2026-06-25T08:25:12.342695+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\08b4014613c511f35fe70b75.json,中信证券,2026-04-01,结果公示,专业及金融服务,其他未分类,关于公司董监高责任险选聘保险公司立项的申请,竞争性磋商,,,,,,,,,中国平安财产保险股份有限公司广东分公司;中国人民财产保险股份有限公司上海市分公司;中国太平洋财产保险股份有限公司苏州分公司
citic_securities,0d148807f2915d7ac23dd2d3.md,83c6e897e5eee9ce7f0f64954e6a3ea0c1be6255,2026-06-25T08:25:12.346035+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\0d148807f2915d7ac23dd2d3.json,中信证券,2026-05-06,结果公示,IT软硬件,基础算力与云存储,关于在酒仙桥机房扩容统一存储和存储交换机项目采购的请示,竞争性磋商,,,,,,,,,北京先进数通信息技术股份公司
citic_securities,0e9243ae5f050f00e2081b29.md,724883e7c17b25f79d880fc946e047e807ad4026,2026-06-25T08:25:12.346669+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\0e9243ae5f050f00e2081b29.json,中信期货,2026-05-25,结果公示,IT软硬件,IT运维与外包,关于向上海联通采购线路升速服务的申请,单一来源,,,,,,,,,中国联合网络通信有限公司上海市分公司
citic_securities,0e9298eda8e0e75c2a926d40.md,5a4db3658cb30b42548ce3f5bb2d78e7fdce64a8,2026-06-25T08:25:12.349074+00:00,D:\Auto_capture_info\documents\structured_announcements\raw_json\citic_securities\0e9298eda8e0e75c2a926d40.json,中信证券,2026-06-02,结果公示,IT软硬件,网络与信息安全,关于网上交易系统信创密管机的采购申请,单一来源,,,,,,,,,三未信安科技股份有限公司
